Date,RedFighter,BlueFighter,WeightClass,RedOdds,BlueOdds
2019-04-13,Eryk Anders,Khalil Rountree Jr.,Light Heavyweight,-185,160
2019-04-13,Alan Jouban,Dwight Grant,Welterweight,110,-130
2019-04-13,Ovince Saint Preux,Nikita Krylov,Light Heavyweight,115,-135
2019-04-13,Jalin Turner,Matt Frevola,Lightweight,-165,145
2019-04-13,Wilson Reis,Alexandre Pantoja,Flyweight,150,-170
2019-04-13,Max Griffin,Zelim Imadaev,Welterweight,110,-130
2019-04-13,Boston Salmon,Khalid Taha,Bantamweight,-175,155
2019-04-13,Curtis Millender,Belal Muhammad,Welterweight,135,-155
2019-04-13,Montel Jackson,Andre Soukhamthath,Bantamweight,-600,450
2019-04-13,Lauren Mueller,Poliana Botelho,Women's Flyweight,145,-165
2019-04-13,Brandon Davis,Randy Costa,Bantamweight,-190,165
2019-03-30,Edson Barboza,Justin Gaethje,Lightweight,-120,100
2019-03-30,David Branch,Jack Hermansson,Middleweight,130,-150
2019-03-30,Josh Emmett,Michael Johnson,Featherweight,130,-150
2019-03-30,Karolina Kowalkiewicz,Michelle Waterson,Women's Strawweight,-160,140
2019-03-30,Kennedy Nzechukwu,Paul Craig,Light Heavyweight,-185,160
2019-03-30,Sodiq Yusuff,Sheymon Moraes,Featherweight,-145,125
2019-03-30,Marina Rodriguez,Jessica Aguilar,Women's Strawweight,-350,290
2019-03-30,Ross Pearson,Desmond Green,Lightweight,450,-600
2019-03-30,Enrique Barzola,Kevin Aguilar,Featherweight,-125,105
2019-03-30,Kevin Holland,Gerald Meerschaert,Middleweight,-225,185
2019-03-30,Ray Borg,Casey Kenney,Bantamweight,-230,190
2019-03-30,Sabina Mazo,Maryna Moroz,Women's Flyweight,-165,145
2019-03-30,Alex Perez,Mark De La Rosa,Bantamweight,-365,328
2019-03-23,Stephen Thompson,Anthony Pettis,Welterweight,-430,345
2019-03-23,Curtis Blaydes,Justin Willis,Heavyweight,-275,235
2019-03-23,John Makdessi,Jesus Pinedo,Lightweight,-300,250
2019-03-23,Jussier Formiga,Deiveson Figueiredo,Flyweight,150,-170
2019-03-23,Luis Pena,Steven Peterson,Featherweight,-225,185
2019-03-23,Maycee Barber,JJ Aldrich,Women's Flyweight,-275,235
2019-03-23,Bryce Mitchell,Bobby Moffett,Featherweight,130,-150
2019-03-23,Marlon Vera,Frankie Saenz,Bantamweight,-170,150
2019-03-23,Alexis Davis,Jennifer Maia,Women's Flyweight,-145,125
2019-03-23,Randa Markos,Angela Hill,Women's Strawweight,135,-155
2019-03-23,Ryan MacDonald,Chris Gutierrez,Bantamweight,260,-320
2019-03-23,Eric Shelton,Jordan Espinosa,Flyweight,-130,110
2019-03-16,Darren Till,Jorge Masvidal,Welterweight,-225,185
2019-03-16,Leon Edwards,Gunnar Nelson,Welterweight,-140,120
2019-03-16,Volkan Oezdemir,Dominick Reyes,Light Heavyweight,220,-260
2019-03-16,Nathaniel Wood,Jose Quinonez,Bantamweight,-335,275
2019-03-16,Danny Roberts,Claudio Silva,Welterweight,130,-150
2019-03-16,Jack Marshman,John Phillips,Middleweight,-135,115
2019-03-16,Arnold Allen,Jordan Rinaldi,Featherweight,-150,130
2019-03-16,Marc Diakiese,Joe Duffy,Lightweight,165,-190
2019-03-16,Nicolae Negumereanu,Saparbeg Safarov,Light Heavyweight,-170,150
2019-03-16,Danny Henry,Dan Ige,Featherweight,130,-140
2019-03-16,Molly McCann,Priscila Cachoeira,Women's Flyweight,-175,155
2019-03-16,Mike Grundy,Nad Narimani,Featherweight,310,-340
2019-03-09,Derrick Lewis,Junior Dos Santos,Heavyweight,200,-240
2019-03-09,Elizeu Zaleski dos Santos,Curtis Millender,Welterweight,100,-120
2019-03-09,Tim Means,Niko Price,Welterweight,-210,175
2019-03-09,Blagoy Ivanov,Ben Rothwell,Heavyweight,100,-120
2019-03-09,Beneil Dariush,Drew Dober,Lightweight,-220,180
2019-03-09,Tim Boetsch,Omari Akhmedov,Middleweight,135,-155
2019-03-09,Anthony Rocco Martin,Sergio Moraes,Welterweight,-240,200
2019-03-09,Marion Reneau,Yana Kunitskaya,Women's Bantamweight,195,-235
2019-03-09,Grant Dawson,Julian Erosa,Featherweight,-200,170
2019-03-09,Maurice Greene,Jeff Hughes,Heavyweight,215,-255
2019-03-09,Louis Smolka,Matt Schnell,Bantamweight,-130,110
2019-03-09,Alex Morono,Zak Ottow,Welterweight,-175,155
2019-03-09,Alex White,Dan Moret,Lightweight,-135,115
2019-03-02,Jon Jones,Anthony Smith,Light Heavyweight,-800,550
2019-03-02,Tyron Woodley,Kamaru Usman,Welterweight,-190,165
2019-03-02,Robbie Lawler,Ben Askren,Welterweight,240,-280
2019-03-02,Tecia Torres,Weili Zhang,Women's Strawweight,125,-145
2019-03-02,Cody Garbrandt,Pedro Munhoz,Bantamweight,-160,140
2019-03-02,Jeremy Stephens,Zabit Magomedsharipov,Featherweight,260,-320
2019-03-02,Misha Cirkunov,Johnny Walker,Light Heavyweight,155,-175
2019-03-02,Cody Stamann,Alejandro Perez,Bantamweight,-170,150
2019-03-02,Diego Sanchez,Mickey Gall,Welterweight,200,-240
2019-03-02,Edmen Shahbazyan,Charles Byrd,Middleweight,-150,130
2019-03-02,Gina Mazany,Macy Chiasson,Women's Bantamweight,415,-525
2019-03-02,Polyana Viana,Hannah Cifers,Women's Strawweight,-280,240
2019-02-23,Jan Blachowicz,Thiago Santos,Light Heavyweight,110,-130
2019-02-23,Stefan Struve,Marcos Rogerio de Lima,Heavyweight,-115,-105
2019-02-23,Gian Villante,Michal Oleksiejczuk,Light Heavyweight,180,-220
2019-02-23,Liz Carmouche,Lucie Pudilova,Women's Flyweight,-155,135
2019-02-23,John Dodson,Petr Yan,Bantamweight,225,-265
2019-02-23,Magomed Ankalaev,Klidson Abreu,Light Heavyweight,-210,175
2019-02-23,Daniel Teymur,Chris Fishgold,Featherweight,205,-245
2019-02-23,Veronica Macedo,Gillian Robertson,Women's Flyweight,158,-180
2019-02-23,Damir Hadzovic,Polo Reyes,Lightweight,-325,265
2019-02-23,Michel Prazeres,Ismail Naurdiev,Welterweight,-470,375
2019-02-23,Rustam Khabilov,Diego Ferreira,Lightweight,-140,120
2019-02-23,Damir Ismagulov,Joel Alvarez,Lightweight,-325,265
2019-02-17,Francis Ngannou,Cain Velasquez,Heavyweight,175,-210
2019-02-17,James Vick,Paul Felder,Lightweight,-120,100
2019-02-17,Cortney Casey,Cynthia Calvillo,Women's Strawweight,295,-355
2019-02-17,Alex Caceres,Kron Gracie,Featherweight,245,-290
2019-02-17,Vicente Luque,Bryan Barberena,Welterweight,-470,375
2019-02-17,Andre Fili,Myles Jury,Featherweight,130,-150
2019-02-17,Jimmie Rivera,Aljamain Sterling,Bantamweight,-135,115
2019-02-17,Benito Lopez,Manny Bermudez,Bantamweight,170,-200
2019-02-17,Ashlee Evans-Smith,Andrea Lee,Women's Flyweight,160,-185
2019-02-17,Scott Holtzman,Nik Lentz,Lightweight,-160,140
2019-02-17,Renan Barao,Luke Sanders,Bantamweight,130,-150
2019-02-09,Israel Adesanya,Anderson Silva,Middleweight,-515,410
2019-02-09,Lando Vannata,Marcos Mariano,Lightweight,-450,360
2019-02-09,Rani Yahya,Ricky Simon,Bantamweight,-115,-105
2019-02-09,Montana De La Rosa,Nadia Kassem,Women's Flyweight,-250,210
2019-02-09,Jimmy Crute,Sam Alvey,Light Heavyweight,-145,125
2019-02-09,Devonte Smith,Dong Hyun Ma,Lightweight,-270,230
2019-02-09,Shane Young,Austin Arnett,Featherweight,-380,315
2019-02-09,Kai Kara-France,Raulian Paiva,Flyweight,-265,220
2019-02-09,Teruto Ishihara,Kyung Ho Kang,Bantamweight,290,-350
2019-02-09,Callan Potter,Jalin Turner,Lightweight,190,-230
2019-02-09,Wuliji Buren,Jonathan Martinez,Bantamweight,105,-125
2019-02-02,Raphael Assuncao,Marlon Moraes,Bantamweight,130,-150
2019-02-02,Jose Aldo,Renato Moicano,Featherweight,-110,-110
2019-02-02,Demian Maia,Lyman Good,Welterweight,-200,170
2019-02-02,Charles Oliveira,David Teymur,Lightweight,-120,100
2019-02-02,Johnny Walker,Justin Ledet,Light Heavyweight,-235,195
2019-02-02,Livinha Souza,Sarah Frota,Women's Strawweight,-230,190
2019-02-02,Markus Perez,Anthony Hernandez,Middleweight,115,-135
2019-02-02,Mara Romero Borella,Taila Santos,Women's Flyweight,185,-225
2019-02-02,Thiago Alves,Max Griffin,Welterweight,160,-185
2019-02-02,Junior Albini,Jairzinho Rozenstruik,Heavyweight,-145,125
2019-02-02,Geraldo de Freitas,Felipe Colares,Featherweight,-130,110
2019-02-02,Ricardo Ramos,Said Nurmagomedov,Bantamweight,-170,150
2019-02-02,Magomed Bibulatov,Rogerio Bontorin,Flyweight,-290,245
2019-01-19,Henry Cejudo,TJ Dillashaw,Flyweight,185,-225
2019-01-19,Greg Hardy,Allen Crowder,Heavyweight,-450,360
2019-01-19,Gregor Gillespie,Yancy Medeiros,Lightweight,-470,375
2019-01-19,Joseph Benavidez,Dustin Ortiz,Flyweight,-240,200
2019-01-19,Paige VanZant,Rachael Ostovich,Women's Flyweight,-175,155
2019-01-19,Glover Teixeira,Karl Roberson,Light Heavyweight,-110,-110
2019-01-19,Alexander Hernandez,Donald Cerrone,Lightweight,-220,180
2019-01-19,Joanne Calderwood,Ariane Lipski,Women's Flyweight,215,-255
2019-01-19,Alonzo Menifield,Vinicius Moreira,Light Heavyweight,-290,245
2019-01-19,Cory Sandhagen,Mario Bautista,Bantamweight,-525,415
2019-01-19,Dennis Bermudez,Te Edwards,Lightweight,105,-125
2019-01-19,Belal Muhammad,Geoff Neal,Welterweight,170,-200
2019-01-19,Kyle Stewart,Chance Rencountre,Welterweight,-165,145
2018-12-29,Jon Jones,Alexander Gustafsson,Light Heavyweight,-290,245
2018-12-29,Cris Cyborg,Amanda Nunes,Women's Featherweight,-210,175
2018-12-29,Carlos Condit,Michael Chiesa,Welterweight,-105,-115
2018-12-29,Ilir Latifi,Corey Anderson,Light Heavyweight,-130,110
2018-12-29,Chad Mendes,Alexander Volkanovski,Featherweight,-140,120
2018-12-29,Cat Zingano,Megan Anderson,Women's Featherweight,-130,120
2018-12-29,Douglas Silva de Andrade,Petr Yan,Bantamweight,290,-350
2018-12-29,BJ Penn,Ryan Hall,Lightweight,365,-460
2018-12-29,Nathaniel Wood,Andre Ewell,Bantamweight,-120,100
2018-12-29,Uriah Hall,Bevon Lewis,Middleweight,150,-170
2018-12-29,Curtis Millender,Siyar Bahadurzada,Welterweight,-150,130
2018-12-29,Brian Kelleher,Montel Jackson,Bantamweight,155,-175
2018-12-15,Kevin Lee,Al Iaquinta,Lightweight,-335,275
2018-12-15,Edson Barboza,Dan Hooker,Lightweight,-105,-115
2018-12-15,Rob Font,Sergio Pettis,Bantamweight,-165,145
2018-12-15,Jim Miller,Charles Oliveira,Lightweight,255,-310
2018-12-15,Zak Ottow,Dwight Grant,Welterweight,230,-270
2018-12-15,Bobby Green,Drakkar Klose,Lightweight,210,-250
2018-12-15,Jared Gordon,Joaquim Silva,Lightweight,-115,-105
2018-12-15,Gerald Meerschaert,Jack Hermansson,Middleweight,130,-150
2018-12-15,Trevor Smith,Zak Cummings,Middleweight,270,-330
2018-12-15,Dan Ige,Jordan Griffin,Featherweight,-165,145
2018-12-15,Adam Milstead,Mike Rodriguez,Light Heavyweight,-110,-110
2018-12-15,Chris de la Rocha,Juan Adams,Heavyweight,375,-470
2018-12-08,Max Holloway,Brian Ortega,Featherweight,-110,-110
2018-12-08,Valentina Shevchenko,Joanna Jedrzejczyk,Women's Flyweight,-300,250
2018-12-08,Alex Oliveira,Gunnar Nelson,Welterweight,135,-155
2018-12-08,Hakeem Dawodu,Kyle Bochniak,Featherweight,-200,170
2018-12-08,Jimi Manuwa,Thiago Santos,Light Heavyweight,160,-185
2018-12-08,Claudia Gadelha,Nina Ansaroff,Women's Strawweight,-310,255
2018-12-08,Olivier Aubin-Mercier,Gilbert Burns,Lightweight,-135,115
2018-12-08,Katlyn Chookagian,Jessica Eye,Women's Flyweight,-235,195
2018-12-08,Elias Theodorou,Eryk Anders,Middleweight,-125,105
2018-12-08,Brad Katona,Matthew Lopez,Bantamweight,-160,140
2018-12-08,Chad Laprise,Dhiego Lima,Welterweight,-400,325
2018-12-08,Diego Ferreira,Kyle Nelson,Lightweight,-550,425
2018-12-08,Devin Clark,Aleksandar Rakic,Light Heavyweight,435,-570
2018-12-01,Junior Dos Santos,Tai Tuivasa,Heavyweight,-160,140
2018-12-01,Mauricio Rua,Tyson Pedro,Light Heavyweight,415,-525
2018-12-01,Mark Hunt,Justin Willis,Heavyweight,-110,-110
2018-12-01,Jake Matthews,Anthony Rocco Martin,Welterweight,-150,130
2018-12-01,Suman Mokhtarian,Sodiq Yusuff,Featherweight,450,-600
2018-12-01,Jimmy Crute,Paul Craig,Light Heavyweight,-290,245
2018-12-01,Yushin Okami,Aleksei Kunchenko,Welterweight,250,-300
2018-12-01,Wilson Reis,Ben Nguyen,Flyweight,125,-145
2018-12-01,Keita Nakamura,Salim Touahri,Welterweight,-155,135
2018-12-01,Elias Garcia,Kai Kara-France,Flyweight,300,-360
2018-12-01,Mizuto Hirota,Christos Giagos,Lightweight,310,-370
2018-12-01,Alex Gorgees,Damir Ismagulov,Lightweight,425,-550
2018-11-30,Rafael Dos Anjos,Kamaru Usman,Welterweight,270,-330
2018-11-30,Juan Espino,Justin Frazier,Heavyweight,-175,155
2018-11-30,Pannie Kianzad,Macy Chiasson,Women's Featherweight,-115,-105
2018-11-30,Pedro Munhoz,Bryan Caraway,Bantamweight,-290,245
2018-11-30,Darren Stewart,Edmen Shahbazyan,Middleweight,100,-120
2018-11-30,Ji Yeon Kim,Antonina Shevchenko,Women's Flyweight,235,-275
2018-11-30,Rick Glenn,Kevin Aguilar,Featherweight,-125,105
2018-11-30,Joseph Benavidez,Alex Perez,Flyweight,100,-120
2018-11-30,Maurice Greene,Michel Batista,Heavyweight,-140,120
2018-11-30,Julija Stoliarenko,Leah Letson,Women's Featherweight,170,-200
2018-11-30,Roosevelt Roberts,Darrell Horcher,Lightweight,-340,280
2018-11-30,Tim Means,Ricky Rainey,Welterweight,-340,280
2018-11-30,Raoni Barcelos,Chris Gutierrez,Bantamweight,-550,425
2018-11-24,Curtis Blaydes,Francis Ngannou,Heavyweight,-240,200
2018-11-24,Alistair Overeem,Sergei Pavlovich,Heavyweight,115,-135
2018-11-24,Song Yadong,Vince Morales,Bantamweight,-550,425
2018-11-24,Li Jingliang,David Zawada,Welterweight,-220,180
2018-11-24,Song Kenan,Alex Morono,Welterweight,-140,120
2018-11-24,Wu Yanan,Lauren Mueller,Women's Flyweight,290,-350
2018-11-24,Hu Yaozong,Rashad Coulter,Light Heavyweight,-125,105
2018-11-24,Weili Zhang,Jessica Aguilar,Women's Strawweight,-550,425
2018-11-24,Liu Pingyuan,Martin Day,Bantamweight,-170,150
2018-11-24,Yan Xiaonan,Syuri Kondo,Women's Strawweight,-360,300
2018-11-24,Kevin Holland,John Phillips,Middleweight,-590,445
2018-11-24,Su Mudaerji,Louis Smolka,Bantamweight,150,-170
2018-11-17,Neil Magny,Santiago Ponzinibbio,Welterweight,175,-210
2018-11-17,Ricardo Lamas,Darren Elkins,Featherweight,-175,155
2018-11-17,Khalil Rountree Jr.,Johnny Walker,Light Heavyweight,-155,135
2018-11-17,Cezar Ferreira,Ian Heinisch,Middleweight,-185,160
2018-11-17,Guido Cannetti,Marlon Vera,Bantamweight,260,-320
2018-11-17,Cynthia Calvillo,Poliana Botelho,Women's Strawweight,150,-170
2018-11-17,Michel Prazeres,Bartosz Fabinski,Welterweight,-145,125
2018-11-17,Alexandre Pantoja,Ulka Sasaki,Flyweight,-320,260
2018-11-17,Humberto Bandenay,Austin Arnett,Featherweight,-235,195
2018-11-17,Laureano Staropoli,Hector Aldana,Welterweight,100,-120
2018-11-17,Devin Powell,Jesus Pinedo,Lightweight,200,-240
2018-11-17,Nad Narimani,Anderson Dos Santos,Featherweight,-420,335
2018-11-10,Chan Sung Jung,Yair Rodriguez,Featherweight,110,-130
2018-11-10,Donald Cerrone,Mike Perry,Welterweight,170,-200
2018-11-10,Raquel Pennington,Germaine de Randamie,Women's Bantamweight,180,-220
2018-11-10,Beneil Dariush,Thiago Moises,Lightweight,-160,140
2018-11-10,Maycee Barber,Hannah Cifers,Women's Strawweight,-470,375
2018-11-10,Michael Trizano,Luis Pena,Lightweight,145,-165
2018-11-10,Ashley Yoder,Amanda Cooper,Women's Strawweight,-140,120
2018-11-10,Chas Skelly,Bobby Moffett,Featherweight,100,-120
2018-11-10,Davi Ramos,John Gunther,Lightweight,-1000,650
2018-11-10,Devonte Smith,Julian Erosa,Lightweight,-230,210
2018-11-10,Joseph Morales,Eric Shelton,Flyweight,125,-145
2018-11-10,Mark De La Rosa,Joby Sanchez,Bantamweight,-230,190
2018-11-03,Daniel Cormier,Derrick Lewis,Heavyweight,-380,315
2018-11-03,Chris Weidman,Jacare Souza,Middleweight,-160,140
2018-11-03,David Branch,Jared Cannonier,Middleweight,-325,265
2018-11-03,Karl Roberson,Jack Marshman,Middleweight,-325,265
2018-11-03,Derek Brunson,Israel Adesanya,Middleweight,245,-290
2018-11-03,Jason Knight,Jordan Rinaldi,Featherweight,-300,250
2018-11-03,Sijara Eubanks,Roxanne Modafferi,Women's Flyweight,-600,450
2018-11-03,Julio Arce,Sheymon Moraes,Featherweight,-255,215
2018-11-03,Lyman Good,Ben Saunders,Welterweight,-630,465
2018-11-03,Shane Burgos,Kurt Holobaugh,Featherweight,-400,325
2018-11-03,Adam Wieczorek,Marcos Rogerio de Lima,Heavyweight,-170,150
2018-10-27,Volkan Oezdemir,Anthony Smith,Light Heavyweight,-160,140
2018-10-27,Michael Johnson,Artem Lobov,Featherweight,-700,500
2018-10-27,Misha Cirkunov,Patrick Cummins,Light Heavyweight,-345,285
2018-10-27,Andre Soukhamthath,Jonathan Martinez,Bantamweight,-140,120
2018-10-27,Gian Villante,Ed Herman,Light Heavyweight,-235,195
2018-10-27,Alex Garcia,Court McGee,Welterweight,-245,205
2018-10-27,Nordine Taleb,Sean Strickland,Welterweight,-120,100
2018-10-27,Thibault Gouti,Nasrat Haqparast,Lightweight,600,-750
2018-10-27,Calvin Kattar,Chris Fishgold,Featherweight,-200,170
2018-10-27,Sarah Moras,Talita Bernardo,Women's Bantamweight,-170,150
2018-10-27,Te Edwards,Don Madge,Lightweight,-450,360
2018-10-27,Arjan Bhullar,Marcelo Golm,Heavyweight,-160,140
2018-10-27,Stevie Ray,Jessin Ayari,Lightweight,-160,140
2018-10-06,Khabib Nurmagomedov,Conor McGregor,Lightweight,-190,165
2018-10-06,Tony Ferguson,Anthony Pettis,Lightweight,-355,295
2018-10-06,Ovince Saint Preux,Dominick Reyes,Light Heavyweight,190,-230
2018-10-06,Derrick Lewis,Alexander Volkov,Heavyweight,135,-155
2018-10-06,Michelle Waterson,Felice Herrig,Women's Strawweight,115,-135
2018-10-06,Sergio Pettis,Jussier Formiga,Flyweight,-190,165
2018-10-06,Vicente Luque,Jalin Turner,Welterweight,-700,500
2018-10-06,Aspen Ladd,Tonya Evinger,Women's Bantamweight,-185,160
2018-10-06,Scott Holtzman,Alan Patrick,Lightweight,260,-320
2018-10-06,Lina Lansberg,Yana Kunitskaya,Women's Bantamweight,205,-245
2018-10-06,Gray Maynard,Nik Lentz,Lightweight,190,-230
2018-10-06,Ryan LaFlare,Anthony Rocco Martin,Welterweight,-125,105
2018-09-22,Thiago Santos,Eryk Anders,Light Heavyweight,-200,170
2018-09-22,Sam Alvey,Rogerio Nogueira,Light Heavyweight,-350,290
2018-09-22,Renan Barao,Andre Ewell,Bantamweight,-200,170
2018-09-22,Charles Oliveira,Christos Giagos,Lightweight,-470,375
2018-09-22,Francisco Trinaldo,Evan Dunham,Lightweight,-165,145
2018-09-22,Luis Henrique,Ryan Spann,Light Heavyweight,-105,-115
2018-09-22,Augusto Sakai,Chase Sherman,Heavyweight,-230,190
2018-09-22,Sergio Moraes,Ben Saunders,Welterweight,-275,235
2018-09-22,Mayra Bueno Silva,Gillian Robertson,Women's Flyweight,120,-140
2018-09-22,Thales Leites,Hector Lombard,Middleweight,-160,140
2018-09-22,Elizeu Zaleski dos Santos,Luigi Vendramini,Welterweight,-1000,650
2018-09-22,Livinha Souza,Alex Chambers,Women's Strawweight,-1500,1000
2018-09-15,Mark Hunt,Aleksei Oleinik,Heavyweight,-120,100
2018-09-15,Jan Blachowicz,Nikita Krylov,Light Heavyweight,125,-145
2018-09-15,Andrei Arlovski,Shamil Abdurakhimov,Heavyweight,120,-140
2018-09-15,Aleksei Kunchenko,Thiago Alves,Welterweight,-440,350
2018-09-15,Khalid Murtazaliev,CB Dollaway,Middleweight,-165,145
2018-09-15,Petr Yan,Jin Soo Son,Bantamweight,-1200,775
2018-09-15,Rustam Khabilov,Kajan Johnson,Lightweight,-840,570
2018-09-15,Mairbek Taisumov,Desmond Green,Lightweight,-600,450
2018-09-15,Magomed Ankalaev,Marcin Prachnio,Light Heavyweight,-560,430
2018-09-15,Adam Yandiev,Jordan Johnson,Middleweight,240,-280
2018-09-15,Ramazan Emeev,Stefan Sekulic,Welterweight,-680,490
2018-09-15,Merab Dvalishvili,Terrion Ware,Bantamweight,-550,425
2018-09-08,Tyron Woodley,Darren Till,Welterweight,-105,-115
2018-09-08,Jessica Andrade,Karolina Kowalkiewicz,Women's Strawweight,-450,360
2018-09-08,Zabit Magomedsharipov,Brandon Davis,Featherweight,-1375,900
2018-09-08,Jimmie Rivera,John Dodson,Bantamweight,-150,130
2018-09-08,Abdul Razak Alhassan,Niko Price,Welterweight,-110,-110
2018-09-08,Carla Esparza,Tatiana Suarez,Women's Strawweight,335,-420
2018-09-08,Aljamain Sterling,Cody Stamann,Bantamweight,-170,150
2018-09-08,Geoff Neal,Frank Camacho,Welterweight,-210,175
2018-09-08,Charles Byrd,Darren Stewart,Middleweight,-170,150
2018-09-08,Diego Sanchez,Craig White,Welterweight,175,-210
2018-09-08,Jim Miller,Alex White,Lightweight,155,-175
2018-09-08,Irene Aldana,Lucie Pudilova,Women's Bantamweight,-110,-110
2018-09-08,Roberto Sanchez,Jarred Brooks,Flyweight,175,-190
2018-08-25,Justin Gaethje,James Vick,Lightweight,120,-140
2018-08-25,Michael Johnson,Andre Fili,Featherweight,100,-120
2018-08-25,Cortney Casey,Angela Hill,Women's Strawweight,115,-135
2018-08-25,Jake Ellenberger,Bryan Barberena,Welterweight,335,-420
2018-08-25,John Moraga,Deiveson Figueiredo,Flyweight,150,-170
2018-08-25,Eryk Anders,Tim Williams,Middleweight,-1200,775
2018-08-25,James Krause,Warlley Alves,Welterweight,270,-330
2018-08-25,Cory Sandhagen,Iuri Alcantara,Bantamweight,-200,170
2018-08-25,Andrew Sanchez,Markus Perez,Middleweight,-140,120
2018-08-25,Mickey Gall,George Sullivan,Welterweight,-325,295
2018-08-25,Joanne Calderwood,Kalindra Faria,Women's Flyweight,-185,160
2018-08-25,Drew Dober,Jon Tuck,Lightweight,-240,200
2018-08-25,Rani Yahya,Luke Sanders,Bantamweight,-105,-115
2018-08-04,TJ Dillashaw,Cody Garbrandt,Bantamweight,-125,105
2018-08-04,Demetrious Johnson,Henry Cejudo,Flyweight,-470,375
2018-08-04,Cub Swanson,Renato Moicano,Featherweight,250,-300
2018-08-04,Polyana Viana,JJ Aldrich,Women's Strawweight,-155,135
2018-08-04,Thiago Santos,Kevin Holland,Middleweight,-340,280
2018-08-04,Pedro Munhoz,Brett Johns,Bantamweight,-210,175
2018-08-04,Ricky Simon,Montel Jackson,Bantamweight,105,-125
2018-08-04,Ricardo Ramos,Kyung Ho Kang,Bantamweight,-275,235
2018-08-04,Matt Sayles,Sheymon Moraes,Featherweight,-140,120
2018-08-04,Alex Perez,Jose Torres,Flyweight,-120,100
2018-08-04,Danielle Taylor,Weili Zhang,Women's Strawweight,260,-320
2018-08-04,Marlon Vera,Wuliji Buren,Bantamweight,-470,375
2018-07-28,Eddie Alvarez,Dustin Poirier,Lightweight,135,-155
2018-07-28,Jose Aldo,Jeremy Stephens,Featherweight,100,-120
2018-07-28,Joanna Jedrzejczyk,Tecia Torres,Women's Strawweight,-320,260
2018-07-28,Alexander Hernandez,Olivier Aubin-Mercier,Lightweight,-110,-110
2018-07-28,Jordan Mein,Alex Morono,Welterweight,-150,130
2018-07-28,Hakeem Dawodu,Austin Arnett,Featherweight,-470,375
2018-07-28,Kajan Johnson,Islam Makhachev,Lightweight,450,-600
2018-07-28,Gadzhimurad Antigulov,Ion Cutelaba,Light Heavyweight,115,-135
2018-07-28,John Makdessi,Ross Pearson,Lightweight,-235,195
2018-07-28,Alexis Davis,Katlyn Chookagian,Women's Flyweight,140,-160
2018-07-28,Dustin Ortiz,Matheus Nicolau,Flyweight,170,-200
2018-07-28,Randa Markos,Nina Ansaroff,Women's Strawweight,120,-140
2018-07-22,Mauricio Rua,Anthony Smith,Light Heavyweight,-150,130
2018-07-22,Glover Teixeira,Corey Anderson,Light Heavyweight,-120,100
2018-07-22,Vitor Miranda,Abu Azaitar,Middleweight,175,-210
2018-07-22,Marcin Tybura,Stefan Struve,Heavyweight,-190,165
2018-07-22,Danny Roberts,David Zawada,Welterweight,-210,175
2018-07-22,Nasrat Haqparast,Marc Diakiese,Lightweight,140,-160
2018-07-22,Nick Hein,Damir Hadzovic,Lightweight,-150,130
2018-07-22,Emil Meek,Bartosz Fabinski,Welterweight,-140,120
2018-07-22,Khalid Taha,Nad Narimani,Featherweight,180,-220
2018-07-22,Justin Ledet,Aleksandar Rakic,Light Heavyweight,-105,-115
2018-07-22,Davey Grant,Manny Bermudez,Bantamweight,260,-320
2018-07-22,Jeremy Kimball,Darko Stosic,Light Heavyweight,190,-230
2018-07-22,Damian Stasiak,Liu Pingyuan,Bantamweight,-125,105
2018-07-14,Junior Dos Santos,Blagoy Ivanov,Heavyweight,-190,165
2018-07-14,Sage Northcutt,Zak Ottow,Welterweight,-125,-105
2018-07-14,Dennis Bermudez,Rick Glenn,Featherweight,-185,160
2018-07-14,Randy Brown,Niko Price,Welterweight,-130,110
2018-07-14,Myles Jury,Chad Mendes,Featherweight,100,-120
2018-07-14,Cat Zingano,Marion Reneau,Women's Bantamweight,-110,-110
2018-07-14,Eddie Wineland,Alejandro Perez,Bantamweight,155,-175
2018-07-14,Darren Elkins,Alexander Volkanovski,Featherweight,180,-220
2018-07-14,Justin Scoggins,Said Nurmagomedov,Flyweight,-105,-115
2018-07-14,Kurt Holobaugh,Raoni Barcelos,Featherweight,-165,145
2018-07-14,Liz Carmouche,Jennifer Maia,Women's Flyweight,-115,-105
2018-07-14,Mark De La Rosa,Elias Garcia,Flyweight,115,-135
2018-07-14,Jessica Aguilar,Jodie Esquibel,Women's Strawweight,150,-170
2018-07-07,Stipe Miocic,Daniel Cormier,Heavyweight,-160,140
2018-07-07,Francis Ngannou,Derrick Lewis,Heavyweight,-310,255
2018-07-07,Paul Felder,Mike Perry,Welterweight,-170,150
2018-07-07,Michael Chiesa,Anthony Pettis,Lightweight,-175,155
2018-07-07,Gokhan Saki,Khalil Rountree Jr.,Light Heavyweight,-160,140
2018-07-07,Uriah Hall,Paulo Costa,Middleweight,245,-290
2018-07-07,Raphael Assuncao,Rob Font,Bantamweight,-140,120
2018-07-07,Lando Vannata,Drakkar Klose,Lightweight,-200,170
2018-07-07,Curtis Millender,Max Griffin,Welterweight,-170,150
2018-07-07,Dan Hooker,Gilbert Burns,Lightweight,-115,-105
2018-07-07,Jamie Moyle,Emily Whitmire,Women's Strawweight,-185,160
2018-07-06,Brad Tavares,Israel Adesanya,Middleweight,-105,-115
