Date,RedFighter,BlueFighter,WeightClass,RedOdds,BlueOdds
2012-06-23,Wanderlei Silva,Rich Franklin,Catch Weight,125,-135
2012-06-23,Cezar Ferreira,Sergio Moraes,Middleweight,-315,258
2012-06-23,Godofredo Pepey,Rony Jason,Featherweight,240,-260
2012-06-23,Fabricio Werdum,Mike Russow,Heavyweight,-475,420
2012-06-23,Iuri Alcantara,Hacran Dias,Featherweight,-178,167
2012-06-23,Anistavio Medeiros,Rodrigo Damm,Featherweight,185,-200
2012-06-23,Delson Heleno,Francisco Trinaldo,Middleweight,-120,110
2012-06-23,John Teixeira,Hugo Viana,Featherweight,185,-200
2012-06-23,Thiago Perpetuo,Leonardo Mafra,Middleweight,-115,105
2012-06-23,Marcos Vinicius,Wagner Campos,Featherweight,-260,240
2012-06-22,Gray Maynard,Clay Guida,Lightweight,-220,200
2012-06-22,Sam Stout,Spencer Fisher,Lightweight,-355,320
2012-06-22,Brian Ebersole,TJ Waldburger,Welterweight,-230,190
2012-06-22,Ross Pearson,Cub Swanson,Featherweight,-215,195
2012-06-22,Hatsu Hioki,Ricardo Lamas,Featherweight,-165,155
2012-06-22,Ramsey Nijem,CJ Keith,Lightweight,-150,140
2012-06-22,Rick Story,Brock Jardine,Welterweight,-370,330
2012-06-22,Steven Siler,Joey Gambino,Featherweight,110,-120
2012-06-22,Nick Catone,Chris Camozzi,Middleweight,-210,190
2012-06-22,Matt Brown,Luis Ramos,Welterweight,-155,145
2012-06-22,Dan Miller,Ricardo Funch,Welterweight,-330,300
2012-06-22,Ken Stone,Dustin Pague,Bantamweight,140,-150
2012-06-08,Demetrious Johnson,Ian McCall,Flyweight,-110,100
2012-06-08,Erick Silva,Charlie Brenneman,Welterweight,-185,170
2012-06-08,Mike Pyle,Josh Neer,Welterweight,-190,175
2012-06-08,Eddie Wineland,Scott Jorgensen,Bantamweight,150,-160
2012-06-08,Mike Pierce,Carlos Eduardo Rocha,Welterweight,-230,190
2012-06-08,Seth Baczynski,Lance Benoist,Welterweight,-105,-105
2012-06-08,Leonard Garcia,Matt Grice,Featherweight,-125,115
2012-06-08,Dustin Pague,Jared Papazian,Bantamweight,150,-160
2012-06-08,Tim Means,Justin Salas,Lightweight,-130,120
2012-06-08,Buddy Roberts,Caio Magalhaes,Middleweight,-130,120
2012-06-08,Henry Martinez,Bernardo Magalhaes,Lightweight,-230,210
2012-06-08,Jake Hecht,Sean Pierson,Welterweight,-155,145
2012-06-01,Jake Ellenberger,Martin Kampmann,Welterweight,-178,167
2012-06-01,Michael Chiesa,Al Iaquinta,Lightweight,240,-260
2012-06-01,Jonathan Brookins,Charles Oliveira,Featherweight,185,-200
2012-06-01,Max Holloway,Pat Schilling,Featherweight,-140,130
2012-06-01,Justin Lawrence,John Cofer,Lightweight,-345,315
2012-06-01,Daron Cruickshank,Chris Tickle,Lightweight,-174,164
2012-06-01,Myles Jury,Chris Saunders,Lightweight,-310,280
2012-06-01,Cristiano Marcello,Sam Sicilia,Lightweight,177,-192
2012-06-01,Joe Proctor,Jeremy Larsen,Lightweight,-280,255
2012-06-01,John Albert,Erik Perez,Bantamweight,-185,170
2012-05-26,Junior Dos Santos,Frank Mir,Heavyweight,-475,420
2012-05-26,Cain Velasquez,Antonio Silva,Heavyweight,-400,355
2012-05-26,Roy Nelson,Dave Herman,Heavyweight,-162,152
2012-05-26,Stipe Miocic,Shane del Rosario,Heavyweight,-170,150
2012-05-26,Stefan Struve,Lavar Johnson,Heavyweight,-130,120
2012-05-26,Diego Brandao,Darren Elkins,Featherweight,-260,240
2012-05-26,Edson Barboza,Jamie Varner,Lightweight,-540,460
2012-05-26,Jason Miller,CB Dollaway,Middleweight,-155,145
2012-05-26,Dan Hardy,Duane Ludwig,Welterweight,-130,120
2012-05-26,Jacob Volkmann,Paul Sass,Lightweight,-190,175
2012-05-26,Kyle Kingsbury,Glover Teixeira,Light Heavyweight,215,-235
2012-05-26,Mike Brown,Daniel Pineda,Featherweight,-118,108
2012-05-15,Chan Sung Jung,Dustin Poirier,Featherweight,290,-350
2012-05-15,Amir Sadollah,Jorge Lopez,Welterweight,-105,-105
2012-05-15,Donald Cerrone,Jeremy Stephens,Lightweight,-220,200
2012-05-15,Yves Jabouin,Jeff Hougland,Bantamweight,-305,275
2012-05-15,Igor Pokrajac,Fabio Maldonado,Light Heavyweight,130,-140
2012-05-15,Jason MacDonald,Tom Lawlor,Middleweight,200,-220
2012-05-15,Brad Tavares,Dongi Yang,Middleweight,-160,150
2012-05-15,Cody McKenzie,Marcus LeVesseur,Lightweight,170,-185
2012-05-15,TJ Grant,Carlo Prater,Lightweight,-430,380
2012-05-15,Rafael Dos Anjos,Kamal Shalorus,Lightweight,-365,328
2012-05-15,Jeff Curran,Johnny Eduardo,Bantamweight,110,-120
2012-05-15,Alex Soto,Francisco Rivera,Bantamweight,215,-235
2012-05-05,Nate Diaz,Jim Miller,Lightweight,150,-160
2012-05-05,Josh Koscheck,Johny Hendricks,Welterweight,123,-133
2012-05-05,Rousimar Palhares,Alan Belcher,Middleweight,-210,190
2012-05-05,Pat Barry,Lavar Johnson,Heavyweight,-150,140
2012-05-05,Tony Ferguson,Michael Johnson,Lightweight,-315,285
2012-05-05,John Dodson,Tim Elliott,Flyweight,-510,440
2012-05-05,John Hathaway,Pascal Krauss,Welterweight,-185,170
2012-05-05,Louis Gaudinot,John Lineker,Flyweight,245,-265
2012-05-05,Danny Castillo,John Cholish,Lightweight,140,-150
2012-05-05,Dennis Bermudez,Pablo Garza,Featherweight,-110,100
2012-05-05,Roland Delorme,Nick Denis,Bantamweight,240,-280
2012-05-05,Mike Massenzio,Karlos Vemola,Middleweight,-130,110
2012-04-21,Jon Jones,Rashad Evans,Light Heavyweight,-510,440
2012-04-21,Rory MacDonald,Che Mills,Welterweight,-660,540
2012-04-21,Brendan Schaub,Ben Rothwell,Heavyweight,-215,195
2012-04-21,Miguel Torres,Michael McDonald,Bantamweight,-105,-105
2012-04-21,Mark Hominick,Eddie Yagin,Featherweight,-480,423
2012-04-21,Mark Bocek,John Alessio,Lightweight,-290,260
2012-04-21,Travis Browne,Chad Griggs,Heavyweight,-300,270
2012-04-21,Matt Brown,Stephen Thompson,Welterweight,200,-220
2012-04-21,John Makdessi,Anthony Njokuani,Lightweight,200,-220
2012-04-21,Mac Danzig,Efrain Escudero,Lightweight,-135,125
2012-04-21,Keith Wisniewski,Chris Clements,Welterweight,135,-145
2012-04-21,Marcus Brimage,Maximo Blanco,Featherweight,215,-235
2012-04-14,Alexander Gustafsson,Thiago Silva,Light Heavyweight,-260,240
2012-04-14,Brian Stann,Alessio Sakara,Middleweight,-380,340
2012-04-14,Paulo Thiago,Siyar Bahadurzada,Welterweight,-150,140
2012-04-14,Dennis Siver,Diego Nunes,Featherweight,170,-185
2012-04-14,DaMarques Johnson,John Maguire,Welterweight,170,-185
2012-04-14,Brad Pickett,Damacio Page,Bantamweight,-280,255
2012-04-14,Papy Abedi,James Head,Welterweight,-185,170
2012-04-14,Cyrille Diabate,Tom DeBlass,Light Heavyweight,177,-192
2012-04-14,Francis Carmont,Magnus Cedenblad,Middleweight,-290,260
2012-04-14,Reza Madadi,Yoislandy Izquierdo,Lightweight,-250,230
2012-04-14,Simeon Thoresen,Besam Yousef,Welterweight,-325,295
2012-04-14,Jason Young,Eric Wisely,Featherweight,-170,160
2012-03-02,Thiago Alves,Martin Kampmann,Welterweight,-145,135
2012-03-02,Joseph Benavidez,Yasuhiro Urushitani,Flyweight,-870,680
2012-03-02,James Te Huna,Aaron Rosa,Light Heavyweight,-345,315
2012-03-02,Anthony Perosh,Nick Penner,Light Heavyweight,135,-145
2012-03-02,Cole Miller,Steven Siler,Featherweight,-460,410
2012-03-02,Kyle Noke,Andrew Craig,Middleweight,-255,235
2012-03-02,TJ Waldburger,Jake Hecht,Welterweight,-140,120
2012-03-02,Mackens Semerzier,Daniel Pineda,Featherweight,-145,135
2012-03-02,Oli Thompson,Shawn Jordan,Heavyweight,200,-220
2012-02-25,Frankie Edgar,Benson Henderson,Lightweight,-130,120
2012-02-25,Mark Hunt,Cheick Kongo,Heavyweight,255,-280
2012-02-25,Yoshihiro Akiyama,Jake Shields,Welterweight,315,-345
2012-02-25,Yushin Okami,Tim Boetsch,Middleweight,-410,365
2012-02-25,Hatsu Hioki,Bart Palaszewski,Featherweight,-185,170
2012-02-25,Anthony Pettis,Joe Lauzon,Lightweight,-285,258
2012-02-25,Takanori Gomi,Eiji Mitsuoka,Lightweight,-250,230
2012-02-25,Norifumi Yamamoto,Vaughan Lee,Bantamweight,-290,260
2012-02-25,Riki Fukuda,Steve Cantwell,Middleweight,-310,280
2012-02-25,Takeya Mizugaki,Chris Cariaso,Bantamweight,-290,260
2012-02-25,Tiequan Zhang,Issei Tamura,Featherweight,-196,181
2012-02-15,Diego Sanchez,Jake Ellenberger,Welterweight,320,-355
2012-02-15,Stefan Struve,Dave Herman,Heavyweight,101,-111
2012-02-15,Aaron Simpson,Ronny Markes,Middleweight,130,-140
2012-02-15,Stipe Miocic,Philip De Fries,Heavyweight,-515,410
2012-02-15,TJ Dillashaw,Walel Watson,Bantamweight,-255,235
2012-02-15,Ivan Menjivar,John Albert,Bantamweight,-240,220
2012-02-15,Jonathan Brookins,Vagner Rocha,Featherweight,-165,155
2012-02-15,Anton Kuivanen,Justin Salas,Lightweight,130,-140
2012-02-15,Tim Means,Bernardo Magalhaes,Lightweight,115,-125
2012-02-04,Nick Diaz,Carlos Condit,Welterweight,-190,175
2012-02-04,Roy Nelson,Fabricio Werdum,Heavyweight,140,-150
2012-02-04,Josh Koscheck,Mike Pierce,Welterweight,-270,248
2012-02-04,Renan Barao,Scott Jorgensen,Bantamweight,-215,195
2012-02-04,Ed Herman,Clifford Starks,Middleweight,-220,200
2012-02-04,Dustin Poirier,Max Holloway,Featherweight,-515,445
2012-02-04,Alex Caceres,Edwin Figueroa,Bantamweight,115,-125
2012-02-04,Matt Brown,Chris Cope,Welterweight,-335,305
2012-02-04,Matthew Riddle,Henry Martinez,Welterweight,-365,328
2012-02-04,Rafael Natal,Michael Kuiper,Middleweight,-152,142
2012-02-04,Dan Stittgen,Stephen Thompson,Welterweight,290,-320
2012-01-28,Rashad Evans,Phil Davis,Light Heavyweight,-191,176
2012-01-28,Chael Sonnen,Michael Bisping,Middleweight,-380,340
2012-01-28,Demian Maia,Chris Weidman,Middleweight,142,-152
2012-01-28,Evan Dunham,Nik Lentz,Lightweight,-355,320
2012-01-28,Mike Russow,Jon Olav Einemo,Heavyweight,-105,-105
2012-01-28,Cub Swanson,George Roop,Featherweight,110,-130
2012-01-28,Charles Oliveira,Eric Wisely,Featherweight,-560,475
2012-01-28,Michael Johnson,Shane Roller,Lightweight,225,-245
2012-01-28,Joey Beltran,Lavar Johnson,Heavyweight,-170,160
2012-01-28,Chris Camozzi,Dustin Jacoby,Middleweight,-145,135
2012-01-20,Melvin Guillard,Jim Miller,Lightweight,140,-150
2012-01-20,Duane Ludwig,Josh Neer,Welterweight,155,-165
2012-01-20,Mike Easton,Jared Papazian,Bantamweight,-430,380
2012-01-20,Pat Barry,Christian Morecraft,Heavyweight,-200,185
2012-01-20,Jorge Rivera,Eric Schafer,Middleweight,135,-145
2012-01-20,Kamal Shalorus,Khabib Nurmagomedov,Lightweight,100,-110
2012-01-20,Charlie Brenneman,Daniel Roberts,Welterweight,-360,325
2012-01-20,Fabricio Camoes,Tommy Hayden,Lightweight,-310,280
2012-01-20,Daniel Pineda,Pat Schilling,Featherweight,-140,130
2012-01-20,Joseph Sandoval,Nick Denis,Bantamweight,250,-275
2012-01-14,Jose Aldo,Chad Mendes,Featherweight,-230,210
2012-01-14,Vitor Belfort,Anthony Johnson,Middleweight,-125,115
2012-01-14,Rousimar Palhares,Mike Massenzio,Middleweight,-500,435
2012-01-14,Erick Silva,Carlo Prater,Welterweight,-530,455
2012-01-14,Edson Barboza,Terry Etim,Lightweight,-305,275
2012-01-14,Thiago Tavares,Sam Stout,Lightweight,-125,115
2012-01-14,Gabriel Gonzaga,Ednaldo Oliveira,Heavyweight,-140,130
2012-01-14,Iuri Alcantara,Michihiro Omigawa,Featherweight,-192,177
2012-01-14,Ricardo Funch,Mike Pyle,Welterweight,455,-530
2012-01-14,Felipe Arantes,Antonio Carvalho,Featherweight,155,-165
2011-12-30,Brock Lesnar,Alistair Overeem,Heavyweight,130,-140
2011-12-30,Nate Diaz,Donald Cerrone,Lightweight,255,-280
2011-12-30,Jon Fitch,Johny Hendricks,Welterweight,-225,205
2011-12-30,Vladimir Matyushenko,Alexander Gustafsson,Light Heavyweight,300,-330
2011-12-30,Nam Phan,Jimy Hettes,Featherweight,-165,155
2011-12-30,Ross Pearson,Junior Assuncao,Featherweight,-325,295
2011-12-30,Anthony Njokuani,Danny Castillo,Lightweight,170,-185
2011-12-30,Dong Hyun Kim,Sean Pierson,Welterweight,-345,315
2011-12-30,Jacob Volkmann,Efrain Escudero,Lightweight,-265,245
2011-12-30,Manvel Gamburyan,Diego Nunes,Featherweight,195,-215
2011-12-10,Jon Jones,Lyoto Machida,Light Heavyweight,-475,420
2011-12-10,Tito Ortiz,Rogerio Nogueira,Light Heavyweight,245,-265
2011-12-10,Claude Patrick,Brian Ebersole,Welterweight,-110,100
2011-12-10,Mark Hominick,Chan Sung Jung,Featherweight,-560,475
2011-12-10,Krzysztof Soszynski,Igor Pokrajac,Light Heavyweight,-255,235
2011-12-10,John Makdessi,Dennis Hallman,Lightweight,-152,142
2011-12-10,Walel Watson,Yves Jabouin,Bantamweight,145,-155
2011-12-10,Mark Bocek,Nik Lentz,Lightweight,-142,132
2011-12-10,Rich Attonito,Jake Hecht,Welterweight,-230,210
2011-12-10,Mitch Clarke,John Cholish,Lightweight,315,-345
2011-12-03,Michael Bisping,Jason Miller,Middleweight,-192,177
2011-12-03,Diego Brandao,Dennis Bermudez,Featherweight,-320,290
2011-12-03,TJ Dillashaw,John Dodson,Bantamweight,-215,195
2011-12-03,Tony Ferguson,Yves Edwards,Lightweight,-350,318
2011-12-03,Louis Gaudinot,Johnny Bedford,Bantamweight,205,-225
2011-12-03,Marcus Brimage,Stephen Bass,Featherweight,104,-114
2011-12-03,Dustin Pague,John Albert,Bantamweight,-225,205
2011-12-03,Roland Delorme,Josh Ferguson,Bantamweight,-105,-115
2011-12-03,Steven Siler,Josh Clopton,Featherweight,-160,150
2011-12-03,Bryan Caraway,Dustin Neace,Featherweight,-405,360
2011-11-19,Mauricio Rua,Dan Henderson,Light Heavyweight,-153,143
2011-11-19,Wanderlei Silva,Cung Le,Middleweight,180,-220
2011-11-19,Urijah Faber,Brian Bowles,Bantamweight,-174,164
2011-11-19,Rick Story,Martin Kampmann,Welterweight,-110,100
2011-11-19,Stephan Bonnar,Kyle Kingsbury,Light Heavyweight,138,-148
2011-11-19,Ryan Bader,Jason Brilz,Light Heavyweight,-385,345
2011-11-19,Michael McDonald,Alex Soto,Bantamweight,-410,365
2011-11-19,Tom Lawlor,Chris Weidman,Middleweight,300,-330
2011-11-19,Gleison Tibau,Rafael Dos Anjos,Lightweight,-155,145
2011-11-19,Miguel Torres,Nick Pace,Bantamweight,-410,365
2011-11-19,Matt Brown,Seth Baczynski,Welterweight,-135,125
2011-11-19,Danny Castillo,Shamar Bailey,Lightweight,-375,335
2011-11-12,Cain Velasquez,Junior Dos Santos,Heavyweight,-125,115
2011-11-12,Clay Guida,Benson Henderson,Lightweight,245,-265
2011-11-12,Dustin Poirier,Pablo Garza,Featherweight,-225,205
2011-11-12,Cub Swanson,Ricardo Lamas,Featherweight,165,-175
2011-11-12,DaMarques Johnson,Clay Harvison,Welterweight,-260,240
2011-11-12,Norifumi Yamamoto,Darren Uyenoyama,Bantamweight,-390,348
2011-11-12,Alex Caceres,Cole Escovedo,Bantamweight,248,-270
2011-11-12,Mike Pierce,Paul Bradley,Welterweight,-300,270
2011-11-12,Aaron Rosa,Matt Lucas,Light Heavyweight,-120,110
2011-11-05,Chris Leben,Mark Munoz,Middleweight,205,-225
2011-11-05,Brad Pickett,Renan Barao,Bantamweight,115,-125
2011-11-05,Thiago Alves,Papy Abedi,Welterweight,-335,305
2011-11-05,Cyrille Diabate,Anthony Perosh,Light Heavyweight,-355,320
2011-11-05,Terry Etim,Edward Faaloloto,Lightweight,-660,540
2011-11-05,John Maguire,Justin Edwards,Welterweight,120,-130
2011-11-05,Rob Broughton,Philip De Fries,Heavyweight,145,-155
2011-11-05,Michihiro Omigawa,Jason Young,Featherweight,-210,190
2011-11-05,Chris Cope,Che Mills,Welterweight,235,-255
2011-11-05,Chris Cariaso,Vaughan Lee,Bantamweight,-205,188
2011-10-29,BJ Penn,Nick Diaz,Welterweight,105,-115
2011-10-29,Cheick Kongo,Matt Mitrione,Heavyweight,118,-128
2011-10-29,Scott Jorgensen,Jeff Curran,Bantamweight,-410,365
2011-10-29,Hatsu Hioki,George Roop,Featherweight,-315,285
2011-10-29,Dennis Siver,Donald Cerrone,Lightweight,215,-235
2011-10-29,Tyson Griffin,Bart Palaszewski,Featherweight,-295,265
2011-10-29,Brandon Vera,Eliot Marshall,Light Heavyweight,-380,340
2011-10-29,Ramsey Nijem,Danny Downes,Lightweight,-195,180
2011-10-29,Chris Camozzi,Francis Carmont,Middleweight,-115,105
2011-10-29,Dustin Jacoby,Clifford Starks,Middleweight,-120,110
2011-10-08,Frankie Edgar,Gray Maynard,Lightweight,-125,115
2011-10-08,Jose Aldo,Kenny Florian,Featherweight,-355,320
2011-10-08,Chael Sonnen,Brian Stann,Middleweight,-260,240
2011-10-08,Leonard Garcia,Nam Phan,Featherweight,215,-235
2011-10-08,Melvin Guillard,Joe Lauzon,Lightweight,-500,435
2011-10-08,Demian Maia,Jorge Santiago,Middleweight,-290,260
2011-10-08,Anthony Pettis,Jeremy Stephens,Lightweight,-280,255
2011-10-08,Joey Beltran,Stipe Miocic,Heavyweight,255,-280
2011-10-08,Tiequan Zhang,Darren Elkins,Featherweight,-135,125
2011-10-08,Aaron Simpson,Eric Schafer,Middleweight,-400,355
2011-10-08,Steve Cantwell,Mike Massenzio,Middleweight,-155,145
2011-10-01,Dominick Cruz,Demetrious Johnson,Bantamweight,-550,425
2011-10-01,Pat Barry,Stefan Struve,Heavyweight,-165,155
2011-10-01,Anthony Johnson,Charlie Brenneman,Welterweight,-200,185
2011-10-01,Matt Wiman,Mac Danzig,Lightweight,-220,200
2011-10-01,Yves Edwards,Rafaello Oliveira,Lightweight,-155,145
2011-10-01,Michael Johnson,Paul Sass,Lightweight,-173,163
2011-10-01,Mike Easton,Byron Bloodworth,Bantamweight,-390,320
2011-10-01,Shane Roller,TJ Grant,Lightweight,-174,164
2011-10-01,Josh Neer,Keith Wisniewski,Welterweight,-260,240
2011-10-01,Walel Watson,Joseph Sandoval,Bantamweight,100,-110
2011-09-24,Matt Hughes,Josh Koscheck,Welterweight,350,-395
2011-09-24,Ben Rothwell,Mark Hunt,Heavyweight,-355,320
2011-09-24,Travis Browne,Rob Broughton,Heavyweight,-420,375
2011-09-24,Nate Diaz,Takanori Gomi,Lightweight,-255,235
2011-09-24,Tony Ferguson,Aaron Riley,Lightweight,-340,310
2011-09-24,Nick Ring,Tim Boetsch,Middleweight,177,-192
2011-09-24,Junior Assuncao,Eddie Yagin,Featherweight,125,-135
2011-09-24,Takeya Mizugaki,Cole Escovedo,Bantamweight,-220,200
2011-09-24,James Te Huna,Ricardo Romero,Light Heavyweight,-152,142
2011-09-17,Jake Shields,Jake Ellenberger,Welterweight,-135,125
2011-09-17,Court McGee,Dongi Yang,Middleweight,-174,164
2011-09-17,Jonathan Brookins,Erik Koch,Featherweight,185,-200
2011-09-17,Alan Belcher,Jason MacDonald,Middleweight,-290,260
2011-09-17,Cody McKenzie,Vagner Rocha,Lightweight,170,-185
2011-09-17,Evan Dunham,Shamar Bailey,Lightweight,-415,370
2011-09-17,Matthew Riddle,Lance Benoist,Welterweight,-210,175
2011-09-17,Ken Stone,Donny Walker,Bantamweight,-165,155
2011-09-17,Clay Harvison,Seth Baczynski,Welterweight,140,-150
2011-09-17,TJ Waldburger,Mike Stumpf,Welterweight,-230,210
2011-09-17,Robert Peralta,Mike Lullo,Featherweight,-130,120
2011-09-17,Justin Edwards,Jorge Lopez,Welterweight,320,-390
2011-08-27,Anderson Silva,Yushin Okami,Middleweight,-600,500
2011-08-27,Mauricio Rua,Forrest Griffin,Light Heavyweight,-210,190
2011-08-27,Ross Pearson,Edson Barboza,Lightweight,248,-270
2011-08-27,Luiz Cane,Stanislav Nedkov,Light Heavyweight,-240,220
2011-08-27,Thiago Tavares,Spencer Fisher,Lightweight,-185,170
2011-08-27,Rousimar Palhares,Dan Miller,Middleweight,-245,225
2011-08-27,Paulo Thiago,David Mitchell,Welterweight,-415,370
2011-08-27,Raphael Assuncao,Johnny Eduardo,Bantamweight,-155,145
2011-08-27,Erick Silva,Luis Ramos,Welterweight,-280,255
2011-08-27,Iuri Alcantara,Felipe Arantes,Featherweight,-475,420
2011-08-27,Yves Jabouin,Ian Loveland,Bantamweight,170,-185
2011-08-14,Dan Hardy,Chris Lytle,Welterweight,-104,-106
2011-08-14,Jim Miller,Benson Henderson,Lightweight,-170,160
2011-08-14,Donald Cerrone,Charles Oliveira,Lightweight,104,-114
2011-08-14,Amir Sadollah,Duane Ludwig,Welterweight,-395,350
2011-08-14,CB Dollaway,Jared Hamman,Middleweight,-240,220
2011-08-14,Joseph Benavidez,Eddie Wineland,Bantamweight,-295,265
2011-08-14,Ed Herman,Kyle Noke,Middleweight,122,-132
2011-08-14,Ronny Markes,Karlos Vemola,Light Heavyweight,200,-220
2011-08-14,Jimy Hettes,Alex Caceres,Featherweight,-420,375
2011-08-14,Cole Miller,TJ O'Brien,Lightweight,-440,390
2011-08-14,Jacob Volkmann,Danny Castillo,Lightweight,-120,100
2011-08-14,Edwin Figueroa,Jason Reinhardt,Bantamweight,-385,345
2011-08-06,Rashad Evans,Tito Ortiz,Light Heavyweight,-375,335
2011-08-06,Vitor Belfort,Yoshihiro Akiyama,Middleweight,-320,290
2011-08-06,Dennis Hallman,Brian Ebersole,Welterweight,115,-125
2011-08-06,Rory MacDonald,Mike Pyle,Welterweight,-255,235
2011-08-06,Matt Hamill,Alexander Gustafsson,Light Heavyweight,140,-150
2011-08-06,Chad Mendes,Rani Yahya,Featherweight,-540,460
2011-08-06,Ivan Menjivar,Nick Pace,Bantamweight,-164,154
2011-08-06,Johny Hendricks,Mike Pierce,Welterweight,-142,132
2011-08-06,Mike Brown,Nam Phan,Featherweight,-210,190
2011-08-06,Rafael Natal,Paul Bradley,Middleweight,130,-140
2011-07-02,Dominick Cruz,Urijah Faber,Bantamweight,-185,170
2011-07-02,Wanderlei Silva,Chris Leben,Middleweight,-200,185
2011-07-02,Dennis Siver,Matt Wiman,Lightweight,-105,-105
2011-07-02,Tito Ortiz,Ryan Bader,Light Heavyweight,500,-600
2011-07-02,Carlos Condit,Dong Hyun Kim,Welterweight,101,-111
2011-07-02,Melvin Guillard,Shane Roller,Lightweight,-280,255
2011-07-02,George Sotiropoulos,Rafael Dos Anjos,Lightweight,-215,195
2011-07-02,Brian Bowles,Takeya Mizugaki,Bantamweight,-315,285
2011-07-02,Brad Tavares,Aaron Simpson,Middleweight,205,-245
2011-07-02,Anthony Njokuani,Andre Winner,Lightweight,-145,135
2011-07-02,Jeff Hougland,Donny Walker,Bantamweight,160,-170
2011-06-26,Cheick Kongo,Pat Barry,Heavyweight,-200,185
2011-06-26,Charlie Brenneman,Rick Story,Welterweight,415,-470
2011-06-26,Matt Brown,John Howard,Welterweight,235,-255
2011-06-26,Christian Morecraft,Matt Mitrione,Heavyweight,235,-255
2011-06-26,Tyson Griffin,Manvel Gamburyan,Featherweight,-255,215
2011-06-26,Joe Stevenson,Javier Vazquez,Featherweight,-170,150
2011-06-26,Joe Lauzon,Curt Warburton,Lightweight,-320,260
2011-06-26,Daniel Roberts,Rich Attonito,Welterweight,-110,-110
2011-06-26,Ricardo Lamas,Matt Grice,Featherweight,-165,145
2011-06-26,Michael Johnson,Edward Faaloloto,Lightweight,-560,430
2011-06-11,Shane Carwin,Junior Dos Santos,Heavyweight,145,-155
2011-06-11,Kenny Florian,Diego Nunes,Featherweight,-220,200
2011-06-11,Mark Munoz,Demian Maia,Middleweight,-150,140
2011-06-11,Dave Herman,Jon Olav Einemo,Heavyweight,-143,133
2011-06-11,Vagner Rocha,Donald Cerrone,Lightweight,325,-400
2011-06-11,Yves Edwards,Sam Stout,Lightweight,167,-178
2011-06-11,Jesse Bongfeldt,Chris Weidman,Middleweight,420,-475
2011-06-11,Mike Massenzio,Krzysztof Soszynski,Light Heavyweight,265,-325
2011-06-11,Nick Ring,James Head,Middleweight,-130,110
